0.07,0.069474,0.071034,0.074474,0.075208,0.07569,0.076471,0.077308,0.078851,0.079381,0.076698,0.077414,0.078175,0.07875,0.079315,0.079677,0.080671,0.08104,0.081585,0.082969
0.038,0.041,0.043,0.04375,0.0448,0.045667,0.046429,0.04725,0.048,0.0486,0.049273,0.049833,0.050308,0.050786,0.051267,0.05175,0.052,0.052333,0.052632,0.0529
0.047,0.0505,0.053,0.05425,0.0558,0.057167,0.054,0.0555,0.053444,0.0547,0.055909,0.057167,0.058,0.058714,0.057467,0.056312,0.057118,0.057778,0.058474,0.0589
0.05,0.052,0.054333,0.0555,0.057,0.058167,0.059143,0.060125,0.060889,0.0616,0.062182,0.06275,0.063308,0.063857,0.064467,0.064937,0.064471,0.064056,0.064579,0.0649
0.102,0.077143,0.071667,0.07,0.071707,0.071,0.071,0.071159,0.071519,0.07191,0.072222,0.072385,0.072373,0.072677,0.073309,0.073699,0.073974,0.074061,0.074138,0.074511
0.056667,0.061053,0.0625,0.063243,0.063261,0.062909,0.06375,0.063425,0.064146,0.065109,0.065446,0.066036,0.066167,0.066615,0.066691,0.067383,0.067987,0.068698,0.068764,0.069202
0.049,0.0515,0.052667,0.05475,0.0562,0.0575,0.058714,0.0595,0.060674,0.061313,0.061927,0.062521,0.063101,0.063597,0.064094,0.064465,0.06497,0.065393,0.065585,0.06596
0.048,0.0525,0.055,0.05675,0.0576,0.059,0.059429,0.06025,0.058111,0.0562,0.057364,0.05325,0.054308,0.0555,0.056467,0.057125,0.055882,0.056667,0.057632,0.05655
0.053,0.057,0.059,0.06025,0.062,0.063167,0.064571,0.06575,0.066,0.0663,0.067182,0.068,0.064923,0.065643,0.064,0.063145,0.061065,0.061508,0.062222,0.060955
0.063,0.0675,0.07,0.06325,0.0668,0.069,0.070571,0.067625,0.069667,0.0708,0.071818,0.072583,0.073538,0.074143,0.073533,0.074,0.072176,0.072556,0.071316,0.07005
0.067,0.0685,0.070333,0.072,0.0732,0.074333,0.075286,0.076,0.076778,0.078283,0.078807,0.079412,0.079922,0.080288,0.080671,0.081069,0.081479,0.081899,0.082222,0.082613
0.042,0.043,0.045333,0.04625,0.0466,0.047167,0.047714,0.048375,0.049,0.0495,0.05,0.0505,0.051,0.051429,0.0516,0.051562,0.052,0.052389,0.052684,0.05305
0.051,0.0535,0.054667,0.056,0.056,0.056667,0.057571,0.0585,0.058889,0.0592,0.059455,0.059833,0.060154,0.060429,0.060667,0.061125,0.061412,0.061667,0.061895,0.0622
0.05,0.0525,0.055,0.05675,0.058,0.059167,0.052857,0.054625,0.056,0.0574,0.055909,0.056917,0.058077,0.059,0.059933,0.0605,0.061176,0.060167,0.060789,0.06065
0.04625,0.057647,0.062593,0.064865,0.066596,0.06807,0.066462,0.066351,0.065732,0.067283,0.068627,0.069643,0.070656,0.070611,0.07156,0.072384,0.073106,0.073684,0.074309,0.074105
0.044,0.045,0.047333,0.05,0.0498,0.049833,0.051,0.051125,0.050778,0.0506,0.048,0.048083,0.048308,0.048643,0.048333,0.048062,0.047706,0.047278,0.047158,0.04585
0.042,0.045,0.047,0.0485,0.0498,0.051,0.052143,0.053125,0.053889,0.0546,0.055273,0.055833,0.056462,0.0565,0.057067,0.0575,0.058,0.0585,0.058842,0.05925
0.053,0.0555,0.057,0.05875,0.0602,0.061,0.062143,0.063125,0.064111,0.0649,0.065636,0.066333,0.066846,0.067357,0.067933,0.068437,0.068882,0.069333,0.069737,0.07015
0.053,0.056,0.058333,0.05975,0.0612,0.062167,0.063286,0.064125,0.064778,0.0655,0.066182,0.066833,0.067231,0.0675,0.067133,0.067312,0.066294,0.066556,0.066526,0.0667
0.068889,0.071111,0.073333,0.075556,0.077333,0.078333,0.079683,0.080694,0.081852,0.082556,0.083434,0.084167,0.084957,0.085556,0.085147,0.085342,0.085935,0.086585,0.08711,0.087527
0.058,0.0585,0.06,0.0615,0.0628,0.063667,0.064571,0.065375,0.066,0.0666,0.067273,0.067833,0.068308,0.068786,0.069333,0.06975,0.068765,0.069278,0.069579,0.0689
0.046,0.0485,0.050333,0.052,0.0532,0.054333,0.055,0.0555,0.056333,0.0571,0.057636,0.058167,0.058846,0.0595,0.059933,0.06025,0.059176,0.058444,0.058842,0.0583
0.053,0.0555,0.06,0.061282,0.062653,0.063729,0.064783,0.065696,0.066292,0.06697,0.067706,0.068235,0.066822,0.067482,0.068121,0.068679,0.069172,0.069497,0.07,0.070452
0.05,0.053,0.054667,0.056,0.0572,0.0585,0.059571,0.0605,0.061222,0.0621,0.062636,0.06325,0.063615,0.064143,0.064733,0.065187,0.064941,0.065167,0.064316,0.0639
0.029,0.035,0.037333,0.039,0.0416,0.0435,0.043429,0.0445,0.045,0.0449,0.043909,0.043583,0.043538,0.042929,0.0406,0.040375,0.039588,0.039222,0.038632,0.0382
0.057778,0.061667,0.064444,0.066389,0.068222,0.069815,0.071111,0.071806,0.07284,0.073444,0.074141,0.074907,0.074831,0.075433,0.076103,0.076621,0.07539,0.075951,0.075896,0.075792
0.042,0.0455,0.048667,0.05075,0.0524,0.054167,0.055286,0.056125,0.056889,0.0578,0.058455,0.059,0.059615,0.059929,0.0606,0.06075,0.061235,0.061,0.060316,0.05965
0.057,0.0595,0.062,0.06325,0.064,0.064167,0.065217,0.06557,0.06618,0.066465,0.066881,0.067143,0.067442,0.067914,0.068322,0.068616,0.068935,0.069218,0.069524,0.069749
0.067,0.0685,0.07,0.072,0.073,0.074333,0.074714,0.075625,0.076,0.0767,0.077182,0.07775,0.078308,0.078786,0.0792,0.079625,0.08,0.080389,0.080737,0.0811
0.048,0.0515,0.054,0.05575,0.057,0.057833,0.058857,0.059875,0.060556,0.0613,0.061909,0.062583,0.063231,0.063786,0.064333,0.0635,0.064059,0.064611,0.065105,0.0656
0.042,0.0455,0.048,0.04925,0.0452,0.047,0.048857,0.050375,0.051222,0.0493,0.050545,0.048833,0.050077,0.046643,0.045733,0.046937,0.048,0.0455,0.046737,0.04745
0.038,0.0405,0.041667,0.0435,0.0442,0.045,0.045857,0.04675,0.047556,0.0483,0.049,0.049583,0.050154,0.050643,0.051,0.0515,0.051941,0.052333,0.052632,0.053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033,0.035,0.036667,0.038,0.0388,0.039333,0.04,0.040375,0.041111,0.0418,0.042273,0.04275,0.043154,0.043643,0.043933,0.044375,0.044765,0.044944,0.045211,0.04555
0.063,0.066,0.066,0.067,0.0672,0.0675,0.068429,0.068625,0.068889,0.0694,0.069909,0.070167,0.070538,0.070643,0.071,0.071312,0.071471,0.071889,0.072158,0.0725
0.072,0.0755,0.078,0.07925,0.0808,0.0815,0.082571,0.083625,0.084333,0.085,0.085727,0.086333,0.083846,0.084571,0.085,0.084125,0.084529,0.084833,0.083211,0.08385
0.037,0.0415,0.044,0.046,0.0478,0.048667,0.049571,0.0505,0.051333,0.0521,0.053,0.053833,0.054231,0.051857,0.051933,0.0525,0.052647,0.051167,0.051421,0.05045
0.06625,0.065294,0.066538,0.074167,0.078261,0.081607,0.084394,0.086579,0.088256,0.089688,0.091132,0.092241,0.093095,0.094118,0.094932,0.095769,0.096446,0.097159,0.097742,0.098265
0.048,0.0525,0.054333,0.05525,0.0576,0.059333,0.060429,0.06175,0.062889,0.0599,0.060818,0.061833,0.058846,0.059714,0.060133,0.06075,0.061529,0.061833,0.06,0.06025
0.061111,0.065,0.067407,0.069167,0.070667,0.072037,0.072857,0.073889,0.074815,0.075667,0.076263,0.076944,0.077436,0.078095,0.078088,0.078621,0.079091,0.079693,0.080116,0.080055
0.038,0.0425,0.044333,0.046,0.0472,0.049,0.050571,0.0515,0.052556,0.0537,0.054364,0.053417,0.053923,0.0545,0.052467,0.05175,0.052,0.051278,0.050474,0.0505
0.049,0.0525,0.055333,0.057,0.0586,0.059667,0.060714,0.059875,0.061,0.0619,0.062636,0.063333,0.064,0.064643,0.065133,0.065562,0.066059,0.066333,0.066053,0.0656
0.066,0.069,0.070667,0.07275,0.074,0.075167,0.076143,0.077125,0.078,0.0786,0.079273,0.08,0.080615,0.081214,0.0818,0.081887,0.082426,0.082849,0.08328,0.082563
0.041,0.0445,0.047667,0.04925,0.051,0.052333,0.053286,0.05425,0.055444,0.0561,0.057091,0.0575,0.058,0.058714,0.0586,0.0585,0.057647,0.057222,0.058148,0.058643
