Time Img,No. Cell,Threshold Cell,No. Lys.,Area Lys.,Perimeter Lys.,Centroid Lys. X,Centroid Lys. Y,mCherry_Mean.,Venus_Mean
1,1,1863,1,1,0,59,291,644,392
1,1,1863,2,2,3,63,284,646,263
1,1,1863,3,1,0,62,291,678,357
1,1,1863,4,1,0,63,261,726,0
1,1,1863,5,1,0,63,274,538,327
1,1,1863,6,1,0,63,305,617,0
1,1,1863,7,1,0,64,279,535,529
1,1,1863,8,1,0,65,258,548,0
1,1,1863,9,1,0,66,269,579,501
1,1,1863,10,1,0,67,290,597,284
1,1,1863,11,1,0,69,277,551,260
1,1,1863,12,1,0,69,296,649,305
1,1,1863,13,1,0,71,242,625,0
1,1,1863,14,2,2,73,277,625,273
1,1,1863,15,2,3,73,284,701,47
1,1,1863,16,1,0,75,292,855,116
1,1,1863,17,1,0,77,274,636,0
1,1,1863,18,1,0,78,237,634,0
1,1,1863,19,1,0,79,278,538,0
1,1,1863,20,1,0,80,233,571,115
1,1,1863,21,1,0,81,255,535,0
1,1,1863,22,1,0,82,263,663,0
1,1,1863,23,1,0,83,232,582,0
1,1,1863,24,1,0,83,241,542,0
1,1,1863,25,1,0,83,254,1388,0
1,1,1863,26,1,0,84,297,596,351
1,1,1863,27,1,0,85,245,592,0
1,1,1863,28,1,0,85,247,676,0
1,1,1863,29,1,0,85,288,709,39
1,1,1863,30,1,0,86,253,694,0
1,1,1863,31,1,0,87,229,628,11
1,1,1863,32,1,0,87,248,547,0
1,1,1863,33,1,0,89,242,572,0
1,1,1863,34,1,0,89,284,562,221
1,1,1863,35,1,0,90,236,701,50
1,1,1863,36,1,0,90,297,551,0
1,1,1863,37,3,3,93,238,675,0
1,1,1863,38,3,3,94,242,617,0
1,1,1863,39,1,0,94,220,765,830
1,1,1863,40,1,0,94,228,586,100
1,1,1863,41,1,0,95,240,593,0
1,1,1863,42,1,0,96,217,537,151
1,1,1863,43,2,2,96,237,556,197
1,1,1863,44,1,0,96,242,708,0
1,1,1863,45,1,0,97,239,585,0
1,1,1863,46,3,3,99,218,831,99
1,1,1863,47,1,0,100,220,580,317
1,1,1863,48,3,3,101,240,935,0
1,1,1863,49,1,0,102,207,552,0
1,1,1863,50,1,0,103,232,562,0
1,1,1863,51,1,0,104,216,610,103
1,1,1863,52,1,0,105,218,559,548
1,1,1863,53,2,2,105,236,618,0
1,1,1863,54,3,3,105,240,998,0
1,1,1863,55,2,2,108,227,654,0
1,1,1863,56,4,5,108,231,667,0
1,1,1863,57,1,0,107,283,918,246
1,1,1863,58,8,15,110,214,640,228
1,1,1863,59,1,0,108,239,677,0
1,1,1863,60,1,0,109,284,554,120
1,1,1863,61,1,0,110,300,544,353
1,1,1863,62,1,0,111,241,1142,0
1,1,1863,63,2,2,113,213,747,345
1,1,1863,64,3,5,114,209,668,92
1,1,1863,65,5,8,114,217,570,375
1,1,1863,66,1,0,113,224,678,88
1,1,1863,67,4,7,114,235,828,0
1,1,1863,68,1,0,113,238,653,0
1,1,1863,69,1,0,113,281,1145,202
1,1,1863,70,1,0,114,229,561,69
1,1,1863,71,1,0,115,220,560,301
1,1,1863,72,2,3,117,230,743,0
1,1,1863,73,1,0,117,217,574,356
1,1,1863,74,1,0,118,211,537,473
1,1,1863,75,2,2,118,221,724,54
1,1,1863,76,1,0,118,295,549,365
1,1,1863,77,1,0,119,207,753,395
1,1,1863,78,1,0,120,213,577,572
1,1,1863,79,2,3,121,243,726,13
1,1,1863,80,1,0,121,232,875,0
1,1,1863,81,1,0,121,239,542,46
1,1,1863,82,1,0,122,215,720,680
1,1,1863,83,1,0,123,197,576,401
1,1,1863,84,1,0,123,226,670,79
1,1,1863,85,1,0,124,228,578,215
1,1,1863,86,2,2,125,242,1034,0
1,1,1863,87,1,0,125,205,536,251
1,1,1863,88,1,0,125,222,635,141
1,1,1863,89,2,3,127,200,579,282
1,1,1863,90,1,0,126,213,650,91
1,1,1863,91,1,0,126,215,554,231
1,1,1863,92,4,5,128,208,701,287
1,1,1863,93,1,0,127,218,797,146
1,1,1863,94,1,0,127,228,546,361
1,1,1863,95,1,0,127,235,636,324
1,1,1863,96,1,0,127,248,711,161
1,1,1863,97,2,3,129,226,622,0
1,1,1863,98,1,0,128,246,535,342
1,1,1863,99,2,2,130,202,550,631
1,1,1863,100,2,2,130,206,658,545
1,1,1863,101,1,0,130,213,570,868
1,1,1863,102,3,5,131,215,605,595
1,1,1863,103,1,0,130,217,875,193
1,1,1863,104,1,0,130,222,573,546
1,1,1863,105,2,3,131,235,624,135
1,1,1863,106,1,0,131,219,552,0
1,1,1863,107,1,0,131,240,944,16
1,1,1863,108,1,0,132,203,674,645
1,1,1863,109,2,3,133,230,751,0
1,1,1863,110,1,0,132,232,680,293
1,1,1863,111,2,2,133,236,847,201
