Time Img,No. Cell,Threshold Cell,No. Lys.,Area Lys.,Perimeter Lys.,Centroid Lys. X,Centroid Lys. Y,mCherry_Mean.,Venus_Mean
1,1,2035,1,1,0,157,209,703,305
1,1,2035,2,1,0,161,203,703,335
1,1,2035,3,1,0,162,219,900,70
1,1,2035,4,1,0,163,234,695,0
1,1,2035,5,1,0,164,202,706,681
1,1,2035,6,1,0,164,206,894,317
1,1,2035,7,1,0,165,198,700,517
1,1,2035,8,1,0,171,243,1260,10
1,1,2035,9,1,0,177,238,684,69
1,1,2035,10,1,0,180,192,690,97
1,1,2035,11,1,0,182,192,727,345
1,1,2035,12,1,0,182,194,699,8
1,1,2035,13,3,5,189,194,664,85
1,1,2035,14,1,0,194,233,724,152
1,1,2035,15,1,0,195,237,805,332
1,1,2035,16,3,6,197,233,747,532
1,1,2035,17,1,0,198,209,895,351
1,1,2035,18,1,0,200,207,674,165
1,1,2035,19,1,0,201,195,692,749
1,1,2035,20,1,0,201,199,687,0
1,1,2035,21,1,0,202,201,700,492
1,2,2275,1,1,0,217,239,845,587
1,2,2275,2,1,0,221,224,1083,15
1,2,2275,3,1,0,221,237,852,717
1,2,2275,4,1,0,223,245,919,194
1,2,2275,5,1,0,223,247,979,128
1,2,2275,6,1,0,225,247,901,382
1,2,2275,7,2,2,233,222,910,51
1,2,2275,8,1,0,234,247,848,181
1,2,2275,9,1,0,235,223,996,0
1,2,2275,10,1,0,237,225,1090,527
1,2,2275,11,3,4,240,227,919,34
1,2,2275,12,1,0,239,229,834,0
1,2,2275,13,1,0,240,241,1316,97
1,3,2149,1,1,0,302,218,873,142
1,3,2149,2,1,0,302,226,794,998
1,3,2149,3,1,0,305,210,852,0
1,3,2149,4,1,0,305,213,767,452
1,3,2149,5,1,0,305,228,865,602
1,3,2149,6,1,0,309,228,759,472
1,3,2149,7,1,0,312,206,748,756
1,3,2149,8,1,0,314,225,913,224
1,3,2149,9,1,0,315,203,743,308
1,3,2149,10,1,0,322,233,744,276
1,3,2149,11,2,2,327,219,991,0
1,3,2149,12,1,0,327,223,831,326
1,3,2149,13,1,0,329,217,773,0
1,3,2149,14,1,0,329,224,856,0
1,3,2149,15,1,0,329,238,790,213
1,3,2149,16,4,6,332,222,1010,0
