0,7.6,0,8.4016,5.5861,0.1617,0.04495,0
0,7.6,0,0.93829,1.8397,0.074201,0.0706,0.35333
0,7.6,0,2.4488,0.42853,0.0017542,0.046795,0
0,7.6,0,1.1524,2.0912,0.10013,0.080635,1.0654
0,7.6,0,2.0717,2.5736,0.055318,0.29544,0.078272
0,7.6,0,1.1727,1.9625,0.12796,0.22217,0.43352
0,7.6,0,2.6203,3.0766,0.029749,0.16711,0.44056
0,7.6,0,1.6421,1.3373,0.11327,0.048901,0.5364
0,7.6,0,1.1441,1.2217,0.04948,0.026218,0.058641
0,7.6,0,1.2765,1.5689,0.039845,0.057216,0
0,7.6,0,4.2262,1.4757,0.069507,0.028177,0
0,7.6,0,1.581,1.3923,0.021007,0.12545,0
0,7.6,0,0.99459,2.3115,0.026738,0.1213,0.13314
0,7.6,0,7.1148,2.8082,0.032825,0.023365,0
0,7.6,0,1.5912,2.0645,0.16734,0.13398,0.19168
0,7.6,0,1.2758,1.4674,0.042247,0.050425,0.7397
0,7.6,0,2.7294,2.5364,0.0090954,0.0060682,0.33435
0,7.6,0,1.3462,2.6882,0.032756,0.023031,0.3957
0,7.6,0,1.6357,1.5671,0.080586,0.033518,0
0,7.6,0,1.6459,2.1813,0.053627,0.076514,0.81407
0,7.6,0,1.0089,1.1316,0.030615,0.020982,0.092344
0,7.6,0,2.4294,3.2764,0.0019056,0.045975,0.27271
0,7.6,0,1.0148,2.0988,0.047616,0.0062238,0.29817
0,7.6,0,1.1931,1.7252,0.046875,0.031936,0
0,7.6,0,0.85217,2.1094,0.044981,0.13879,0.070539
0,7.6,0,1.1188,2.1984,0.2008,0.025206,0.53275
0,7.6,0,1.2208,1.6246,0.090513,0.054567,0
0,7.6,0,2.8352,3.1597,0.006457,0.063943,0.4297
0,7.6,0,0.75944,1.8913,0.12757,0.0011024,0.37569
0,7.6,0,1.2275,1.4168,0.09477,0.076997,0.68045
0,7.6,0,10.926,6.6953,0.052528,0.0031571,0
0,7.6,0,2.7652,3.0313,0.03466,0.082958,0.069946
0,7.6,0,1.4026,2.1244,0.06674,0.0040755,0.35224
0,7.6,0,15.428,12.68,0.019478,0.0524,89.765
0,7.6,0,1.764,2.3546,0.077041,0.048626,0.3542
0,7.6,0,1.1444,2.0457,0.019719,0.038983,0.24772
0,7.6,0,6.9643,3.1906,0.071771,0.0035192,0
0,7.6,0,1.243,1.4067,0.0036875,0.057885,0.73808
0,7.6,0,1.0007,1.2923,0.034988,0.025263,0.71916
0,7.6,0,5.5999,2.3775,0.044155,0.057117,0
0,7.6,0,2.0804,2.3818,0.01214,0.056285,0.63603
0,7.6,0,1.7342,2.3867,0.059193,0.16111,0.30732
0,7.6,0,11.048,7.6914,0.077175,0.022811,0
0,7.6,0,2.4491,3.1464,0.015104,0.052251,0.089847
0,7.6,0,2.5912,2.1999,0.14529,0.10476,0.63624
0,7.6,0,7.4347,4.3648,0.059809,0.080613,0
0,7.6,0,1.1964,1.2289,0.054241,0.049746,0.42793
0,7.6,0,12.54,9.0127,0.025912,0.0065542,89.26
0,7.6,0,0.91638,2.7178,0.083163,0.090139,0.34221
0,7.6,0,6.8191,2.8103,0.16202,0.075147,0
0,7.6,0,1.4579,1.6334,0.1403,0.038663,0
0,7.6,0,1.7412,2.3341,0.0028053,0.038308,0.49519
0,7.6,0,2.019,2.9149,0.10668,0.023967,0.36501
0,7.6,0,15.431,11.908,0.052701,0.11759,89.598
0,7.6,0,2.5466,2.9001,0.053507,0.1287,0.19871
0,7.6,0,0.56335,2.5311,0.24221,0.044541,0.79736
